id,first_name,last_name,year,email,gender,department,quiz_score,lesson_score
639,Maria,Campos,2,maria.campos.639@gslingacademy.com,female,Computer Science,58,74
640,Lindsey,Anthony,2,lindsey.anthony.640@gslingacademy.com,female,Computer Science,21,70
641,Darryl,Schultz,4,darryl.schultz.641@gslingacademy.com,male,Computer Science,78,97
642,Bethany,French,2,bethany.french.642@gslingacademy.com,female,Information Technology,12,47
643,Tyler,Scott,4,tyler.scott.643@gslingacademy.com,male,Information Technology,63,35
644,Patricia,Hall,3,patricia.hall.644@gslingacademy.com,female,Computer Science,14,3
645,Ryan,Williams,4,ryan.williams.645@gslingacademy.com,male,Computer Science,77,56
646,Levi,Mason,3,levi.mason.646@gslingacademy.com,male,Computer Science,59,21
647,Michael,Vang,2,michael.vang.647@gslingacademy.com,male,Computer Science,77,52
648,April,Humphrey,3,april.humphrey.648@gslingacademy.com,female,Computer Science,15,45
649,Steven,Hancock,3,steven.hancock.649@gslingacademy.com,male,Information Technology,27,97
650,Chelsea,Olson,4,chelsea.olson.650@gslingacademy.com,female,Information Technology,51,82
651,Emily,Huang,1,emily.huang.651@gslingacademy.com,female,Computer Science,25,83
652,Rachel,Jones,1,rachel.jones.652@gslingacademy.com,female,Computer Science,61,84
653,Philip,Walker,2,philip.walker.653@gslingacademy.com,male,Information Technology,50,62
654,Laura,Rivera,2,laura.rivera.654@gslingacademy.com,female,Computer Science,54,22
655,Pamela,Henry,1,pamela.henry.655@gslingacademy.com,female,Information Technology,66,16
656,Nicole,Davidson,4,nicole.davidson.656@gslingacademy.com,female,Information Technology,65,66
657,Jeffery,Parker,3,jeffery.parker.657@gslingacademy.com,male,Information Technology,71,17
658,Christopher,Banks,3,christopher.banks.658@gslingacademy.com,male,Computer Science,20,86
659,Tara,Griffin,1,tara.griffin.659@gslingacademy.com,female,Computer Science,25,57
660,Lisa,Lloyd,4,lisa.lloyd.660@gslingacademy.com,female,Computer Science,59,14
661,Elizabeth,Maldonado,1,elizabeth.maldonado.661@gslingacademy.com,female,Information Technology,53,97
662,Samuel,Anderson,3,samuel.anderson.662@gslingacademy.com,male,Information Technology,89,80
663,Xavier,Johnson,1,xavier.johnson.663@gslingacademy.com,male,Information Technology,15,3
664,Lauren,Cordova,2,lauren.cordova.664@gslingacademy.com,female,Computer Science,68,72
665,Amanda,Hawkins,3,amanda.hawkins.665@gslingacademy.com,female,Information Technology,22,45
666,Donald,Coleman,1,donald.coleman.666@gslingacademy.com,male,Computer Science,59,66
667,Phillip,Bennett,2,phillip.bennett.667@gslingacademy.com,male,Computer Science,8,47
668,John,George,1,john.george.668@gslingacademy.com,male,Information Technology,96,95
669,Katherine,Moore,2,katherine.moore.669@gslingacademy.com,female,Information Technology,34,17
670,Jose,Dominguez,1,jose.dominguez.670@gslingacademy.com,male,Information Technology,60,89
671,Lauren,Morrow,4,lauren.morrow.671@gslingacademy.com,female,Information Technology,80,67
672,Katie,Davenport,4,katie.davenport.672@gslingacademy.com,female,Information Technology,57,21
673,Michelle,Martinez,1,michelle.martinez.673@gslingacademy.com,female,Information Technology,21,48
674,Jeremiah,Stanley,4,jeremiah.stanley.674@gslingacademy.com,male,Computer Science,37,57
675,Isaac,Tucker,2,isaac.tucker.675@gslingacademy.com,male,Computer Science,9,21
676,Hannah,Garcia,4,hannah.garcia.676@gslingacademy.com,female,Computer Science,33,3
677,Thomas,Nelson,2,thomas.nelson.677@gslingacademy.com,male,Computer Science,54,59
678,William,Kennedy,2,william.kennedy.678@gslingacademy.com,male,Computer Science,18,68
679,Jennifer,Williams,4,jennifer.williams.679@gslingacademy.com,female,Information Technology,31,36
680,Jeffrey,Price,4,jeffrey.price.680@gslingacademy.com,male,Information Technology,45,82
681,Zachary,Burns,3,zachary.burns.681@gslingacademy.com,male,Computer Science,5,1
682,Curtis,Duffy,2,curtis.duffy.682@gslingacademy.com,male,Information Technology,82,38
683,Allison,Alvarado,4,allison.alvarado.683@gslingacademy.com,female,Information Technology,70,8
684,Jeffery,Kelley,3,jeffery.kelley.684@gslingacademy.com,male,Computer Science,88,67
685,Kenneth,Clark,1,kenneth.clark.685@gslingacademy.com,male,Computer Science,99,71
686,Hayley,Case,2,hayley.case.686@gslingacademy.com,female,Computer Science,78,97
687,Vanessa,Martinez,2,vanessa.martinez.687@gslingacademy.com,female,Information Technology,6,31
688,Tara,Thomas,1,tara.thomas.688@gslingacademy.com,female,Information Technology,76,72
689,Aaron,Williamson,2,aaron.williamson.689@gslingacademy.com,male,Information Technology,22,54
690,Phillip,Nelson,1,phillip.nelson.690@gslingacademy.com,male,Computer Science,23,71
691,Michael,Hinton,3,michael.hinton.691@gslingacademy.com,male,Information Technology,30,4
692,Alex,Shelton,2,alex.shelton.692@gslingacademy.com,male,Computer Science,13,49
693,Ross,Esparza,4,ross.esparza.693@gslingacademy.com,male,Information Technology,25,41
694,Lisa,Murphy,4,lisa.murphy.694@gslingacademy.com,female,Information Technology,49,66
695,Richard,Gibson,3,richard.gibson.695@gslingacademy.com,male,Computer Science,83,6
696,Jackson,Olson,2,jackson.olson.696@gslingacademy.com,male,Information Technology,74,57
697,Michael,Waters,2,michael.waters.697@gslingacademy.com,male,Computer Science,6,28
698,Daniel,Mcneil,1,daniel.mcneil.698@gslingacademy.com,male,Computer Science,45,44
699,James,Mcgee,2,james.mcgee.699@gslingacademy.com,male,Information Technology,86,17
700,Dennis,Park,3,dennis.park.700@gslingacademy.com,male,Information Technology,90,67
701,Gregory,Jones,2,gregory.jones.701@gslingacademy.com,male,Information Technology,94,13
702,Barbara,Petersen,4,barbara.petersen.702@gslingacademy.com,female,Information Technology,71,88
703,Andrea,Baker,2,andrea.baker.703@gslingacademy.com,female,Information Technology,38,88
704,Robert,Holmes,3,robert.holmes.704@gslingacademy.com,male,Information Technology,7,93
705,Autumn,Jones,1,autumn.jones.705@gslingacademy.com,female,Information Technology,71,82
706,Richard,Davis,1,richard.davis.706@gslingacademy.com,male,Information Technology,61,17
707,Anthony,Armstrong,1,anthony.armstrong.707@gslingacademy.com,male,Computer Science,57,21
708,Julian,Ortiz,1,julian.ortiz.708@gslingacademy.com,male,Computer Science,22,87
709,Melinda,Sanchez,1,melinda.sanchez.709@gslingacademy.com,female,Computer Science,57,65
710,James,Carter,2,james.carter.710@gslingacademy.com,male,Information Technology,6,40
711,Alejandra,Johns,4,alejandra.johns.711@gslingacademy.com,female,Computer Science,63,12
712,Susan,Long,1,susan.long.712@gslingacademy.com,female,Computer Science,23,13
713,Sharon,Allen,4,sharon.allen.713@gslingacademy.com,female,Computer Science,30,36
714,Leah,Brown,2,leah.brown.714@gslingacademy.com,female,Computer Science,43,18
715,Maria,Barker,1,maria.barker.715@gslingacademy.com,female,Computer Science,90,89
716,Kelly,Church,1,kelly.church.716@gslingacademy.com,female,Computer Science,82,18
717,Michael,Walsh,2,michael.walsh.717@gslingacademy.com,male,Information Technology,36,59
718,Alyssa,Gallagher,1,alyssa.gallagher.718@gslingacademy.com,female,Information Technology,27,5
719,Kelly,Morris,2,kelly.morris.719@gslingacademy.com,female,Information Technology,25,22
720,Ryan,Brown,3,ryan.brown.720@gslingacademy.com,male,Computer Science,28,60
721,Maria,Hall,3,maria.hall.721@gslingacademy.com,female,Computer Science,64,6
722,Mark,Brown,3,mark.brown.722@gslingacademy.com,male,Computer Science,8,41
723,William,Kerr,4,william.kerr.723@gslingacademy.com,male,Computer Science,3,67
724,Jake,Gonzalez,1,jake.gonzalez.724@gslingacademy.com,male,Information Technology,76,26
725,Theresa,Gray,1,theresa.gray.725@gslingacademy.com,female,Computer Science,31,48
726,Ashley,Ayers,3,ashley.ayers.726@gslingacademy.com,female,Information Technology,6,11
727,Ann,Mccann,1,ann.mccann.727@gslingacademy.com,female,Information Technology,62,26
728,Curtis,Bennett,1,curtis.bennett.728@gslingacademy.com,male,Computer Science,18,76
729,Debra,Gutierrez,1,debra.gutierrez.729@gslingacademy.com,female,Information Technology,68,29
730,Linda,West,2,linda.west.730@gslingacademy.com,female,Information Technology,19,65
731,Justin,Hughes,2,justin.hughes.731@gslingacademy.com,male,Computer Science,67,61
732,Jose,Jackson,4,jose.jackson.732@gslingacademy.com,male,Computer Science,30,7
733,Larry,Smith,2,larry.smith.733@gslingacademy.com,male,Information Technology,100,22
734,Austin,Dunn,3,austin.dunn.734@gslingacademy.com,male,Information Technology,57,50
735,Michael,Heath,2,michael.heath.735@gslingacademy.com,male,Information Technology,49,6
736,Beth,Acosta,4,beth.acosta.736@gslingacademy.com,female,Computer Science,10,79
737,Tracie,Weeks,3,tracie.weeks.737@gslingacademy.com,female,Computer Science,99,48
738,Brandi,Ray,1,brandi.ray.738@gslingacademy.com,female,Information Technology,44,43
739,Carla,Brandt,4,carla.brandt.739@gslingacademy.com,female,Computer Science,89,36
740,Thomas,Cruz,2,thomas.cruz.740@gslingacademy.com,male,Computer Science,95,38
741,Nicholas,Martin,2,nicholas.martin.741@gslingacademy.com,male,Information Technology,91,10
742,Breanna,Lee,1,breanna.lee.742@gslingacademy.com,female,Computer Science,52,97
743,Angie,White,4,angie.white.743@gslingacademy.com,female,Information Technology,59,4
744,William,Lester,3,william.lester.744@gslingacademy.com,male,Information Technology,33,93
745,Joshua,Miller,1,joshua.miller.745@gslingacademy.com,male,Information Technology,5,46
746,Thomas,Stone,3,thomas.stone.746@gslingacademy.com,male,Computer Science,52,88
747,Sarah,King,2,sarah.king.747@gslingacademy.com,female,Information Technology,24,28
748,Jeffery,Carlson,1,jeffery.carlson.748@gslingacademy.com,male,Information Technology,14,55
749,Ashley,Gutierrez,2,ashley.gutierrez.749@gslingacademy.com,female,Information Technology,13,5
750,Adam,Herring,2,adam.herring.750@gslingacademy.com,male,Computer Science,70,44
751,David,Ramirez,4,david.ramirez.751@gslingacademy.com,male,Computer Science,54,64
752,Angela,Brown,2,angela.brown.752@gslingacademy.com,female,Information Technology,49,14
753,Eric,Jones,3,eric.jones.753@gslingacademy.com,male,Information Technology,100,39
754,Angel,Garner,1,angel.garner.754@gslingacademy.com,male,Information Technology,18,87
755,Lisa,Cowan,1,lisa.cowan.755@gslingacademy.com,female,Computer Science,43,19
756,Nicole,Perry,3,nicole.perry.756@gslingacademy.com,female,Computer Science,26,24
757,Annette,Wells,1,annette.wells.757@gslingacademy.com,female,Information Technology,17,33
758,Ian,Scott,2,ian.scott.758@gslingacademy.com,male,Computer Science,100,63
759,Kari,Hernandez,3,kari.hernandez.759@gslingacademy.com,female,Computer Science,77,11
760,Mary,Haynes,2,mary.haynes.760@gslingacademy.com,female,Information Technology,29,18
761,Raymond,Smith,2,raymond.smith.761@gslingacademy.com,male,Computer Science,86,91
762,Christopher,Ayala,1,christopher.ayala.762@gslingacademy.com,male,Information Technology,4,16
763,Jacqueline,Frazier,1,jacqueline.frazier.763@gslingacademy.com,female,Computer Science,53,39
764,Jesse,Kelly,2,jesse.kelly.764@gslingacademy.com,male,Computer Science,99,31
765,Teresa,Lee,1,teresa.lee.765@gslingacademy.com,female,Information Technology,41,35
766,Michael,Aguirre,1,michael.aguirre.766@gslingacademy.com,male,Information Technology,38,18
767,April,Delgado,4,april.delgado.767@gslingacademy.com,female,Computer Science,95,75
768,Troy,Prince,4,troy.prince.768@gslingacademy.com,male,Computer Science,48,9
769,Martha,Summers,4,martha.summers.769@gslingacademy.com,female,Information Technology,73,57
770,William,Dean,4,william.dean.770@gslingacademy.com,male,Information Technology,42,1
771,Cheryl,Gutierrez,4,cheryl.gutierrez.771@gslingacademy.com,female,Computer Science,68,36
772,Diane,Spears,4,diane.spears.772@gslingacademy.com,female,Computer Science,17,40
773,Brian,David,1,brian.david.773@gslingacademy.com,male,Information Technology,92,21
774,Heather,Brooks,1,heather.brooks.774@gslingacademy.com,female,Computer Science,17,92
775,Pamela,Rodgers,1,pamela.rodgers.775@gslingacademy.com,female,Computer Science,63,90
776,Betty,Nash,2,betty.nash.776@gslingacademy.com,female,Information Technology,25,74
777,Heather,Donaldson,3,heather.donaldson.777@gslingacademy.com,female,Information Technology,17,52
778,Ebony,Shepherd,3,ebony.shepherd.778@gslingacademy.com,female,Computer Science,16,73
779,Sean,Thomas,1,sean.thomas.779@gslingacademy.com,male,Computer Science,89,43
780,Todd,Howard,2,todd.howard.780@gslingacademy.com,male,Computer Science,62,77
781,Julia,Richmond,1,julia.richmond.781@gslingacademy.com,female,Computer Science,47,49
782,Mary,Mccormick,3,mary.mccormick.782@gslingacademy.com,female,Information Technology,24,89
783,Jimmy,Warren,4,jimmy.warren.783@gslingacademy.com,male,Information Technology,90,76
784,Henry,Spencer,2,henry.spencer.784@gslingacademy.com,male,Information Technology,41,68
785,Peter,Yates,2,peter.yates.785@gslingacademy.com,male,Information Technology,17,77
786,Robert,Campbell,4,robert.campbell.786@gslingacademy.com,male,Information Technology,10,100
787,Matthew,Conway,1,matthew.conway.787@gslingacademy.com,male,Computer Science,75,92
788,Tyler,Calderon,3,tyler.calderon.788@gslingacademy.com,male,Computer Science,73,32
789,Brittney,Moon,4,brittney.moon.789@gslingacademy.com,female,Information Technology,89,82
790,Tracy,White,2,tracy.white.790@gslingacademy.com,female,Information Technology,19,36
791,Gregory,Welch,4,gregory.welch.791@gslingacademy.com,male,Information Technology,90,90
792,Caroline,Cooper,3,caroline.cooper.792@gslingacademy.com,female,Information Technology,87,44
793,Kelly,Rivera,3,kelly.rivera.793@gslingacademy.com,female,Information Technology,13,73
794,Stacey,Wilson,2,stacey.wilson.794@gslingacademy.com,female,Computer Science,4,69
795,Craig,Graham,2,craig.graham.795@gslingacademy.com,male,Computer Science,7,88
796,Earl,Santana,2,earl.santana.796@gslingacademy.com,male,Computer Science,97,49
797,Lisa,Mitchell,3,lisa.mitchell.797@gslingacademy.com,female,Computer Science,45,65
798,Michael,Williams,3,michael.williams.798@gslingacademy.com,male,Information Technology,26,45
799,Jerry,Jones,3,jerry.jones.799@gslingacademy.com,male,Information Technology,13,55
800,Matthew,Miles,4,matthew.miles.800@gslingacademy.com,male,Computer Science,65,98
801,Mary,Cox,4,mary.cox.801@gslingacademy.com,female,Computer Science,32,66
802,Jessica,Young,2,jessica.young.802@gslingacademy.com,female,Information Technology,5,99
803,Tiffany,Small,4,tiffany.small.803@gslingacademy.com,female,Information Technology,46,27
804,Mary,Wyatt,1,mary.wyatt.804@gslingacademy.com,female,Computer Science,31,39
805,Maria,Mercer,3,maria.mercer.805@gslingacademy.com,female,Information Technology,88,55
806,Erin,Moore,3,erin.moore.806@gslingacademy.com,female,Information Technology,43,55
807,Kendra,Dalton,1,kendra.dalton.807@gslingacademy.com,female,Computer Science,18,45
808,Anthony,Gomez,2,anthony.gomez.808@gslingacademy.com,male,Computer Science,50,24
809,Molly,Jackson,4,molly.jackson.809@gslingacademy.com,female,Information Technology,69,2
810,Brianna,Gutierrez,2,brianna.gutierrez.810@gslingacademy.com,female,Computer Science,22,94
811,John,Henderson,3,john.henderson.811@gslingacademy.com,male,Computer Science,34,13
812,Steven,Martin,3,steven.martin.812@gslingacademy.com,male,Information Technology,61,27
813,Tina,Bowers,2,tina.bowers.813@gslingacademy.com,female,Information Technology,45,70
814,Luis,Jones,2,luis.jones.814@gslingacademy.com,male,Information Technology,33,66
815,Jeffrey,Thomas,3,jeffrey.thomas.815@gslingacademy.com,male,Computer Science,95,1
816,Jeffrey,Cox,1,jeffrey.cox.816@gslingacademy.com,male,Information Technology,81,2
817,Jennifer,Bautista,4,jennifer.bautista.817@gslingacademy.com,female,Information Technology,30,72
818,Judy,Pugh,4,judy.pugh.818@gslingacademy.com,female,Computer Science,49,58
819,Henry,Craig,4,henry.craig.819@gslingacademy.com,male,Computer Science,88,36
820,Steven,Alvarez,3,steven.alvarez.820@gslingacademy.com,male,Computer Science,21,48
821,Rebecca,Mckay,3,rebecca.mckay.821@gslingacademy.com,female,Computer Science,51,11
822,James,Reynolds,3,james.reynolds.822@gslingacademy.com,male,Information Technology,85,26
823,Heather,Bentley,1,heather.bentley.823@gslingacademy.com,female,Computer Science,93,42
824,Alexis,Hall,3,alexis.hall.824@gslingacademy.com,female,Computer Science,9,10
825,Ryan,Soto,3,ryan.soto.825@gslingacademy.com,male,Computer Science,8,47
826,Brent,Clements,2,brent.clements.826@gslingacademy.com,male,Information Technology,13,61
827,Thomas,Hernandez,1,thomas.hernandez.827@gslingacademy.com,male,Information Technology,62,100
828,Kevin,Mack,4,kevin.mack.828@gslingacademy.com,male,Information Technology,57,45
829,Patrick,Kirk,2,patrick.kirk.829@gslingacademy.com,male,Computer Science,82,21
830,Christopher,Jenkins,3,christopher.jenkins.830@gslingacademy.com,male,Computer Science,42,1
831,Cassandra,Hodges,1,cassandra.hodges.831@gslingacademy.com,female,Information Technology,50,99
832,Christian,Powers,2,christian.powers.832@gslingacademy.com,male,Computer Science,15,77
833,Brittany,Collier,3,brittany.collier.833@gslingacademy.com,female,Computer Science,3,22
834,James,Bridges,2,james.bridges.834@gslingacademy.com,male,Information Technology,69,67
835,Alexander,Fowler,3,alexander.fowler.835@gslingacademy.com,male,Computer Science,83,9
836,Andrew,Wong,3,andrew.wong.836@gslingacademy.com,male,Information Technology,22,79
837,Bobby,Valdez,2,bobby.valdez.837@gslingacademy.com,male,Computer Science,62,15
838,Mary,Bird,3,mary.bird.838@gslingacademy.com,female,Information Technology,37,88
839,Andrew,Rodriguez,2,andrew.rodriguez.839@gslingacademy.com,male,Computer Science,30,23
840,Melanie,Carter,4,melanie.carter.840@gslingacademy.com,female,Computer Science,77,57
841,Randy,Lopez,2,randy.lopez.841@gslingacademy.com,male,Information Technology,39,81
842,David,Cole,3,david.cole.842@gslingacademy.com,male,Information Technology,11,73
843,Jennifer,Baxter,4,jennifer.baxter.843@gslingacademy.com,female,Information Technology,32,41
844,Shannon,Graham,2,shannon.graham.844@gslingacademy.com,female,Computer Science,95,25
845,Stephanie,Bush,4,stephanie.bush.845@gslingacademy.com,female,Computer Science,79,72
846,Keith,Tanner,4,keith.tanner.846@gslingacademy.com,male,Computer Science,9,31
847,Robert,Anderson,2,robert.anderson.847@gslingacademy.com,male,Computer Science,68,89
848,Matthew,Cantu,4,matthew.cantu.848@gslingacademy.com,male,Computer Science,86,6
849,Heather,Johnson,1,heather.johnson.849@gslingacademy.com,female,Computer Science,85,62
850,Lee,Taylor,2,lee.taylor.850@gslingacademy.com,male,Information Technology,20,91
851,Jessica,Williams,4,jessica.williams.851@gslingacademy.com,female,Information Technology,85,14
852,Holly,Sanchez,2,holly.sanchez.852@gslingacademy.com,female,Computer Science,60,18
853,James,Ray,3,james.ray.853@gslingacademy.com,male,Computer Science,83,75
854,William,Hernandez,2,william.hernandez.854@gslingacademy.com,male,Computer Science,83,73
855,Lisa,Brown,3,lisa.brown.855@gslingacademy.com,female,Computer Science,68,78
856,Kevin,York,4,kevin.york.856@gslingacademy.com,male,Information Technology,60,83
857,Benjamin,Davis,3,benjamin.davis.857@gslingacademy.com,male,Information Technology,24,3
858,Sarah,Nielsen,2,sarah.nielsen.858@gslingacademy.com,female,Computer Science,28,94
859,Elizabeth,Parks,1,elizabeth.parks.859@gslingacademy.com,female,Computer Science,24,3
860,Deborah,Moore,4,deborah.moore.860@gslingacademy.com,female,Computer Science,23,60
861,Michael,Anderson,4,michael.anderson.861@gslingacademy.com,male,Information Technology,55,18
862,Brian,Adams,4,brian.adams.862@gslingacademy.com,male,Computer Science,45,5
863,Anthony,Silva,2,anthony.silva.863@gslingacademy.com,male,Information Technology,4,51
864,Melinda,Velazquez,2,melinda.velazquez.864@gslingacademy.com,female,Computer Science,60,2
865,Andre,Hoffman,2,andre.hoffman.865@gslingacademy.com,male,Computer Science,60,13
866,Vanessa,Coleman,2,vanessa.coleman.866@gslingacademy.com,female,Information Technology,60,51
867,Stephanie,Hernandez,1,stephanie.hernandez.867@gslingacademy.com,female,Computer Science,18,17
868,Timothy,David,1,timothy.david.868@gslingacademy.com,male,Computer Science,6,77
869,Carol,Cortez,3,carol.cortez.869@gslingacademy.com,female,Computer Science,66,94
870,Justin,Kelly,2,justin.kelly.870@gslingacademy.com,male,Computer Science,39,25
871,George,King,3,george.king.871@gslingacademy.com,male,Information Technology,40,11
872,Ashley,Craig,2,ashley.craig.872@gslingacademy.com,female,Information Technology,76,78
873,Patricia,Sullivan,2,patricia.sullivan.873@gslingacademy.com,female,Information Technology,63,90
874,David,Jones,2,david.jones.874@gslingacademy.com,male,Information Technology,81,57
875,Cody,Smith,1,cody.smith.875@gslingacademy.com,male,Information Technology,88,44
876,Joseph,Jackson,1,joseph.jackson.876@gslingacademy.com,male,Information Technology,74,54
877,Adam,Edwards,3,adam.edwards.877@gslingacademy.com,male,Computer Science,13,68
878,Brian,Morales,4,brian.morales.878@gslingacademy.com,male,Computer Science,67,2
879,Melissa,Fry,4,melissa.fry.879@gslingacademy.com,female,Information Technology,77,57
880,Lori,Jacobson,1,lori.jacobson.880@gslingacademy.com,female,Information Technology,20,40
881,Jessica,Shannon,1,jessica.shannon.881@gslingacademy.com,female,Computer Science,80,54
882,Sharon,Ramirez,3,sharon.ramirez.882@gslingacademy.com,female,Information Technology,21,36
883,Nicole,Rice,4,nicole.rice.883@gslingacademy.com,female,Information Technology,18,97
884,Alison,Webster,3,alison.webster.884@gslingacademy.com,female,Information Technology,42,72
885,Alexander,Mitchell,3,alexander.mitchell.885@gslingacademy.com,male,Computer Science,90,77
886,Bryan,Grimes,4,bryan.grimes.886@gslingacademy.com,male,Computer Science,26,82
887,Nicole,Mcdonald,3,nicole.mcdonald.887@gslingacademy.com,female,Computer Science,75,76
888,Christopher,Ramirez,2,christopher.ramirez.888@gslingacademy.com,male,Computer Science,20,26
889,Lawrence,Fields,1,lawrence.fields.889@gslingacademy.com,male,Computer Science,38,62
890,Rebecca,Molina,2,rebecca.molina.890@gslingacademy.com,female,Information Technology,36,9
891,John,Castillo,1,john.castillo.891@gslingacademy.com,male,Information Technology,47,48
892,Sandra,Davis,1,sandra.davis.892@gslingacademy.com,female,Computer Science,21,79
893,Andrew,Smith,2,andrew.smith.893@gslingacademy.com,male,Computer Science,8,78
894,Elizabeth,Smith,3,elizabeth.smith.894@gslingacademy.com,female,Information Technology,2,1
895,Scott,Schultz,3,scott.schultz.895@gslingacademy.com,male,Computer Science,66,67
896,Joseph,Harper,3,joseph.harper.896@gslingacademy.com,male,Computer Science,45,5
897,Ryan,Salazar,1,ryan.salazar.897@gslingacademy.com,male,Computer Science,40,77
898,Brenda,Davis,1,brenda.davis.898@gslingacademy.com,female,Information Technology,95,2
899,Chad,Taylor,3,chad.taylor.899@gslingacademy.com,male,Computer Science,37,84
900,Natasha,Edwards,1,natasha.edwards.900@gslingacademy.com,female,Computer Science,51,100
901,Pamela,Edwards,4,pamela.edwards.901@gslingacademy.com,female,Computer Science,13,3
902,Cynthia,Richardson,3,cynthia.richardson.902@gslingacademy.com,female,Computer Science,47,52
903,Robert,Johnson,3,robert.johnson.903@gslingacademy.com,male,Information Technology,13,77
904,Kevin,Ryan,2,kevin.ryan.904@gslingacademy.com,male,Computer Science,69,83
905,Eileen,Nicholson,3,eileen.nicholson.905@gslingacademy.com,female,Information Technology,98,34
906,Robert,Torres,4,robert.torres.906@gslingacademy.com,male,Computer Science,65,85
907,Alicia,Beltran,4,alicia.beltran.907@gslingacademy.com,female,Computer Science,46,79
908,Jessica,Wong,3,jessica.wong.908@gslingacademy.com,female,Computer Science,76,90
909,Ruben,Meyer,2,ruben.meyer.909@gslingacademy.com,male,Computer Science,62,62
910,Megan,Alexander,1,megan.alexander.910@gslingacademy.com,female,Computer Science,74,59
911,Jennifer,Gonzalez,2,jennifer.gonzalez.911@gslingacademy.com,female,Computer Science,50,38
912,Carl,Ferguson,1,carl.ferguson.912@gslingacademy.com,male,Information Technology,13,80
913,Valerie,Romero,3,valerie.romero.913@gslingacademy.com,female,Computer Science,47,16
914,Laura,Romero,2,laura.romero.914@gslingacademy.com,female,Information Technology,23,53
915,Heidi,Adams,4,heidi.adams.915@gslingacademy.com,female,Information Technology,87,4
916,Regina,Spencer,3,regina.spencer.916@gslingacademy.com,female,Computer Science,47,13
917,Lee,Campbell,2,lee.campbell.917@gslingacademy.com,male,Computer Science,25,31
918,Noah,Mcdaniel,3,noah.mcdaniel.918@gslingacademy.com,male,Computer Science,60,23
919,Dorothy,Mitchell,2,dorothy.mitchell.919@gslingacademy.com,female,Computer Science,69,25
920,Michael,Mccarthy,4,michael.mccarthy.920@gslingacademy.com,male,Computer Science,92,55
921,Matthew,Jones,4,matthew.jones.921@gslingacademy.com,male,Information Technology,13,97
922,John,Riley,2,john.riley.922@gslingacademy.com,male,Information Technology,3,83
923,Shelly,Dominguez,3,shelly.dominguez.923@gslingacademy.com,female,Computer Science,76,99
924,Ann,Evans,2,ann.evans.924@gslingacademy.com,female,Computer Science,83,69
925,David,Perez,2,david.perez.925@gslingacademy.com,male,Computer Science,43,13
926,Nicole,Bell,3,nicole.bell.926@gslingacademy.com,female,Information Technology,100,71
927,Amanda,Garcia,3,amanda.garcia.927@gslingacademy.com,female,Information Technology,95,94
928,Charles,Owens,1,charles.owens.928@gslingacademy.com,male,Information Technology,70,20
929,Teresa,Henry,4,teresa.henry.929@gslingacademy.com,female,Information Technology,58,8
930,Luis,Frank,4,luis.frank.930@gslingacademy.com,male,Computer Science,72,36
931,Timothy,Booth,2,timothy.booth.931@gslingacademy.com,male,Information Technology,50,78
932,Michael,Moon,1,michael.moon.932@gslingacademy.com,male,Information Technology,57,20
933,Rachel,Hall,3,rachel.hall.933@gslingacademy.com,female,Computer Science,8,95
934,Thomas,Nguyen,1,thomas.nguyen.934@gslingacademy.com,male,Information Technology,49,72
935,Tiffany,Fields,1,tiffany.fields.935@gslingacademy.com,female,Computer Science,18,53
936,Jessica,Marshall,1,jessica.marshall.936@gslingacademy.com,female,Information Technology,56,89
937,Maurice,Nguyen,1,maurice.nguyen.937@gslingacademy.com,male,Information Technology,28,15
938,William,Kelly,4,william.kelly.938@gslingacademy.com,male,Information Technology,42,57
939,Harry,Hunter,2,harry.hunter.939@gslingacademy.com,male,Information Technology,22,31
940,Gary,Gentry,2,gary.gentry.940@gslingacademy.com,male,Computer Science,48,39
941,Maria,Malone,4,maria.malone.941@gslingacademy.com,female,Information Technology,36,77
942,Jason,Vazquez,3,jason.vazquez.942@gslingacademy.com,male,Computer Science,58,95
943,Patrick,West,1,patrick.west.943@gslingacademy.com,male,Computer Science,3,65
944,Alexandra,Brown,2,alexandra.brown.944@gslingacademy.com,female,Information Technology,100,41
945,Jennifer,Torres,1,jennifer.torres.945@gslingacademy.com,female,Computer Science,36,48
946,Daniel,Smith,4,daniel.smith.946@gslingacademy.com,male,Information Technology,31,89
947,Catherine,Boyle,1,catherine.boyle.947@gslingacademy.com,female,Information Technology,90,92
948,Amanda,Bush,3,amanda.bush.948@gslingacademy.com,female,Computer Science,46,100
949,Emma,Copeland,1,emma.copeland.949@gslingacademy.com,female,Information Technology,66,71
950,Bradley,Avery,3,bradley.avery.950@gslingacademy.com,male,Information Technology,3,93
951,Danielle,Martinez,1,danielle.martinez.951@gslingacademy.com,female,Information Technology,68,38
952,Anna,Wolf,1,anna.wolf.952@gslingacademy.com,female,Information Technology,34,52
953,Megan,Whitaker,1,megan.whitaker.953@gslingacademy.com,female,Information Technology,58,36
954,Melissa,Richard,4,melissa.richard.954@gslingacademy.com,female,Information Technology,32,96
955,Richard,Small,2,richard.small.955@gslingacademy.com,male,Computer Science,16,37
956,Victor,Phillips,2,victor.phillips.956@gslingacademy.com,male,Information Technology,70,49
957,Madison,Callahan,1,madison.callahan.957@gslingacademy.com,female,Computer Science,84,41
958,Connor,Olson,3,connor.olson.958@gslingacademy.com,male,Computer Science,44,6
959,Hunter,Allen,2,hunter.allen.959@gslingacademy.com,male,Information Technology,56,25
